dataset	culture_day	pathway	feature_counts	sig_feature_counts	features	sig_features
BPS_low_wk12	d7	map00450	3	1	147.06517__1.255;147.06526__2.488;207.08701__3.124	207.08701__3.124
BPS_low_wk12	d7	map00623	36	1	107.04881__2.145;129.01809__0.359;135.04397__1.834;147.06517__1.255;147.06526__2.488;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.964__0.458;193.03445__0.38;193.03458__4.862;193.03459__0.928;193.03461__0.986;193.03462__4.669;193.03463__1.185;193.03469__4.84;193.03471__1.203;193.03472__0.42;195.05026__1.002;207.08701__3.124;255.04841__0.699;255.04862__0.725;443.25828__1.62;443.25957__1.592	207.08701__3.124
BPS_low_wk12	d7	map00750	13	1	147.06517__1.255;147.06526__2.488;152.03421__0.382;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;207.08701__3.124;255.04841__0.699;255.04862__0.725;443.25828__1.62;443.25957__1.592	207.08701__3.124
BPS_low_wk12	d7	map00970	13	1	147.06517__1.255;147.06526__2.488;171.00482__4.333;171.00482__4.806;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;204.06632__6.999;207.08701__3.124;255.04841__0.699;255.04862__0.725	207.08701__3.124
BPS_low_wk12	d7	map02010	67	1	133.01307__4.653;133.01308__1.233;133.01308__4.567;135.04397__1.834;147.06517__1.255;147.06526__2.488;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;151.02495__0.678;151.02503__0.756;151.02519__2.215;152.03421__0.382;167.03337__4.846;167.03392__0.676;167.03397__0.381;171.00482__4.333;171.00482__4.806;177.03952__0.47;177.03954__0.486;179.05512__0.505;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;179.05563__2.611;186.964__0.458;197.04408__0.813;197.04417__4.861;197.04425__4.815;197.04443__1.068;197.04443__1.965;197.04444__0.841;197.04454__1.337;197.04473__0.917;197.04474__0.458;197.04476__1.227;207.08701__3.124;248.93876__1.193;248.93878__1.166;273.07698__1.518;273.07701__1.493;273.07709__7.917;275.07567__1.631;305.1606__1.447;333.20551__1.639;333.20688__1.657;333.20699__1.622;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527;567.30014__1.472;567.30027__1.446;567.30044__2.464	207.08701__3.124
DINP_high_wk07	d1	map00330	38	0	130.04964__0.095;146.04471__4.779;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;153.02947__4.808;153.02949__1.216;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.964__0.458;195.05026__1.002;207.10214__1.426;247.09841__1.379;247.09885__1.258;255.06591__2.434;255.06592__1.487;255.06593__1.637;255.06612__1.46;255.0664__7.705;275.07567__1.631;341.12354__3.654;341.12387__3.183;345.21008__1.657;345.21015__1.62;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527	
DINP_high_wk07	d1	map00402	12	0	131.0701__0.84;131.07022__6.006;173.00832__0.434;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;207.10214__1.426	
DINP_high_wk07	d1	map01040	22	0	133.01307__4.653;133.01308__1.233;133.01308__4.567;149.04446__1.047;149.04446__1.047;149.04451__0.435;149.04451__0.435;149.0446__0.865;149.0446__0.865;149.04462__4.821;149.04462__4.821;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;195.05026__1.002;195.05026__1.002;204.06632__6.999;309.20713__1.575;331.2674__1.922;367.09946__7.153	
DINP_high_wk07	d1	map01212	16	0	149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;175.02374__1.2;175.02385__0.471;175.02387__0.471;175.02388__0.374;175.02392__4.859;175.02401__1.994;195.05026__1.002;204.06632__6.999;255.04841__0.699;255.04862__0.725;309.20713__1.575;331.2674__1.922	
DINP_high_wk07	d1	map01232	30	0	149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;151.02495__0.678;151.02503__0.756;151.02519__2.215;173.00832__0.434;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;186.964__0.458;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;258.03855__6.013	
DINP_high_wk07	d1	map04216	22	0	149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;171.00482__4.333;171.00482__4.806;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;195.05026__1.002;258.03855__6.013;331.2674__1.922;333.20551__1.639;333.20688__1.657;333.20699__1.622	
DINP_high_wk07	d1	map04613	24	0	149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;163.03903__2.57;173.00832__0.434;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.964__0.458;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;327.08775__1.09;450.31511__3.071	
DINP_high_wk07	d1	map04974	27	0	107.04881__2.145;151.02495__0.678;151.02503__0.756;151.02519__2.215;171.00482__4.333;171.00482__4.806;173.00832__0.434;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;305.1606__1.447;389.14574__7.943	
DINP_high_wk17	d1	map01232	30	0	149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;151.02495__0.678;151.02503__0.756;151.02519__2.215;173.00832__0.434;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;186.964__0.458;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;258.03855__6.013	
DINP_high_wk17	d1	map04613	24	0	149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;163.03903__2.57;173.00832__0.434;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.964__0.458;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;327.08775__1.09;450.31511__3.071	
DINP_high_wk17	d1	map04928	3	0	163.03903__2.57;305.1606__1.447;327.08775__1.09	
DINP_high_wk17	d1	map04974	27	0	107.04881__2.145;151.02495__0.678;151.02503__0.756;151.02519__2.215;171.00482__4.333;171.00482__4.806;173.00832__0.434;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;305.1606__1.447;389.14574__7.943	
DINP_high_wk17	d1	map05152	1	0	305.1606__1.447	
DINP_high_wk22	d2	map00901	19	7	179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;207.05046__0.444;286.10147__9.032;293.17599__2.486;317.21244__1.846;335.22294__1.649;335.22305__1.658;359.14865__1.57;359.14865__1.57;359.14865__1.57;457.11414__1.356;457.11467__1.351;567.30014__1.472;567.30027__1.446;567.30044__2.464	207.05046__0.444;317.21244__1.846;335.22294__1.649;359.14865__1.57;359.14865__1.57;359.14865__1.57;567.30027__1.446
DINP_high_wk22	d7	map00010	23	1	149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;153.01803__2.667;153.01826__0.473;153.01829__1.072;153.0183__0.471;153.01838__4.142;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;195.05026__1.002;258.03855__6.013;281.13913__1.221;389.14574__7.943	281.13913__1.221
DINP_high_wk22	d7	map00020	6	1	179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;281.13913__1.221	281.13913__1.221
DINP_high_wk22	d7	map00030	27	1	115.07513__1.483;147.06517__1.255;147.06526__2.488;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;153.01803__2.667;153.01826__0.473;153.01829__1.072;153.0183__0.471;153.01838__4.142;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;195.05026__1.002;207.08701__3.124;255.04841__0.699;255.04862__0.725;258.03855__6.013	255.04841__0.699
DINP_high_wk22	d7	map00051	36	6	130.08604__0.63;130.08605__0.618;130.08607__1.018;151.02495__0.678;151.02503__0.756;151.02519__2.215;155.04499__0.923;155.04505__0.788;155.04512__4.753;159.0289__0.894;164.07067__0.757;164.07072__0.755;164.07084__2.56;169.12211__1.581;169.12241__1.598;171.00482__4.333;171.00482__4.806;173.00832__0.434;177.03952__0.47;177.03954__0.486;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.11278__0.924;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;258.03855__6.013;275.07567__1.631	130.08604__0.63;151.02503__0.756;164.07067__0.757;186.11278__0.924;191.01903__1.199;191.01903__4.876
DINP_high_wk22	d7	map00061	12	1	133.01307__4.653;133.01308__1.233;133.01308__4.567;152.03421__0.382;163.03903__2.57;199.16973__2.049;248.93876__1.193;248.93878__1.166;255.04841__0.699;255.04862__0.725;327.08775__1.09;367.09946__7.153	255.04841__0.699
DINP_high_wk22	d7	map00062	11	1	175.02374__1.2;175.02385__0.471;175.02387__0.471;175.02388__0.374;175.02392__4.859;175.02401__1.994;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611	175.02387__0.471
DINP_high_wk22	d7	map00073	10	3	133.01307__4.653;133.01308__1.233;133.01308__4.567;209.06648__2.058;209.06649__1.553;315.25413__1.597;389.14574__7.943;487.23721__1.51;487.2373__1.477;487.23731__2.453	209.06649__1.553;315.25413__1.597;487.2373__1.477
DINP_high_wk22	d7	map00074	12	2	179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;248.93876__1.193;248.93878__1.166;255.04841__0.699;255.04862__0.725;567.30014__1.472;567.30027__1.446;567.30044__2.464	255.04841__0.699;567.30027__1.446
DINP_high_wk22	d7	map00120	14	2	172.00648__0.942;172.00649__1.19;172.0065__1.207;172.00658__7.317;172.00661__6.449;172.00665__4.039;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;405.26456__1.555;405.26458__1.587;405.26467__2.547	172.0065__1.207;405.26456__1.555
DINP_high_wk22	d7	map00121	19	6	389.2717__8.29;391.28564__1.735;391.28564__1.735;391.28564__1.832;391.28564__1.832;391.28567__1.668;391.28567__1.668;391.28568__1.634;391.28568__1.634;391.28583__2.748;391.28583__2.748;391.28591__8.833;391.28591__8.833;391.28859__2.07;391.28859__2.07;407.28023__1.877;407.28024__1.556;407.28029__1.589;407.2809__8.501	391.28564__1.735;391.28564__1.735;391.28568__1.634;391.28568__1.634;407.28023__1.877;407.28024__1.556
DINP_high_wk22	d7	map00130	41	6	149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;151.02495__0.678;151.02503__0.756;151.02519__2.215;159.07624__1.113;159.07635__0.895;164.07067__0.757;164.07072__0.755;164.07084__2.56;173.00811__0.449;173.00821__0.454;173.00826__4.812;173.00833__0.99;195.05026__1.002;197.04408__0.813;197.04417__4.861;197.04425__4.815;197.04443__1.068;197.04443__1.965;197.04444__0.841;197.04454__1.337;197.04473__0.917;197.04474__0.458;197.04476__1.227;203.08194__0.936;221.04458__6.961;221.04518__1.352;239.05406__4.413;239.0554__2.454;239.05552__2.739;258.03855__6.013;292.98658__0.609;292.98665__0.644;299.07615__4.236;299.07658__2.198;345.21008__1.657;345.21015__1.62;367.09946__7.153	151.02503__0.756;159.07624__1.113;164.07067__0.757;203.08194__0.936;292.98665__0.644;345.21015__1.62
DINP_high_wk22	d7	map00195	8	1	164.07067__0.757;164.07072__0.755;164.07084__2.56;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611	164.07067__0.757
DINP_high_wk22	d7	map00220	6	1	163.03903__2.57;327.08775__1.09;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527	351.21671__1.498
DINP_high_wk22	d7	map00230	36	3	144.02906__0.972;144.02909__0.466;144.02912__0.431;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;151.02495__0.678;151.02503__0.756;151.02519__2.215;163.03903__2.57;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;180.06564__0.65;180.06573__0.692;180.06578__0.357;186.964__0.458;195.05026__1.002;258.03855__6.013;327.08775__1.09;335.05745__1.635;389.14574__7.943	149.00847__3.563;151.02503__0.756;180.06564__0.65
DINP_high_wk22	d7	map00232	6	2	151.02495__0.678;151.02503__0.756;151.02519__2.215;193.0711__1.48;293.21204__1.667;293.21224__2.686	151.02503__0.756;293.21204__1.667
DINP_high_wk22	d7	map00250	19	2	144.02906__0.972;144.02909__0.466;144.02912__0.431;163.03903__2.57;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;221.04458__6.961;221.04518__1.352;255.04841__0.699;255.04862__0.725;258.03855__6.013;327.08775__1.09;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527	255.04841__0.699;351.21671__1.498
DINP_high_wk22	d7	map00260	31	2	131.0701__0.84;131.07022__6.006;133.01307__4.653;133.01308__1.233;133.01308__4.567;135.04397__1.834;138.01851__0.392;153.01803__2.667;153.01826__0.473;153.01829__1.072;153.0183__0.471;153.01838__4.142;153.02947__4.808;153.02949__1.216;163.03903__2.57;171.00482__4.333;171.00482__4.806;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.11278__0.924;204.06632__6.999;221.04458__6.961;221.04518__1.352;327.08775__1.09;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527	186.11278__0.924;351.21671__1.498
DINP_high_wk22	d7	map00261	7	1	149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;195.05026__1.002;230.06649__0.47;230.06653__0.467	230.06653__0.467
DINP_high_wk22	d7	map00290	14	1	129.01809__0.359;145.04938__0.476;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;195.05026__1.002;255.04841__0.699;255.04862__0.725;255.06591__2.434;255.06592__1.487;255.06593__1.637;255.06612__1.46;255.0664__7.705	255.04841__0.699
DINP_high_wk22	d7	map00310	27	5	111.04377__0.422;111.04378__0.412;174.05509__1.456;177.03952__0.47;177.03954__0.486;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;214.99507__4.797;214.99514__4.336;230.06649__0.47;230.06653__0.467;239.05406__4.413;239.0554__2.454;239.05552__2.739;281.13913__1.221;305.1606__1.447;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527;450.31511__3.071;567.30014__1.472;567.30027__1.446;567.30044__2.464	111.04377__0.422;230.06653__0.467;281.13913__1.221;351.21671__1.498;567.30027__1.446
DINP_high_wk22	d7	map00330	38	5	130.04964__0.095;146.04471__4.779;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;153.02947__4.808;153.02949__1.216;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.964__0.458;195.05026__1.002;207.10214__1.426;247.09841__1.379;247.09885__1.258;255.06591__2.434;255.06592__1.487;255.06593__1.637;255.06612__1.46;255.0664__7.705;275.07567__1.631;341.12354__3.654;341.12387__3.183;345.21008__1.657;345.21015__1.62;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527	149.00847__3.563;247.09841__1.379;247.09885__1.258;345.21015__1.62;351.21671__1.498
DINP_high_wk22	d7	map00340	18	4	139.05014__0.821;151.02495__0.678;151.02503__0.756;151.02519__2.215;153.02947__4.808;153.02949__1.216;186.11278__0.924;221.04458__6.961;221.04518__1.352;239.05406__4.413;239.0554__2.454;239.05552__2.739;275.07567__1.631;389.2717__8.29;407.28023__1.877;407.28024__1.556;407.28029__1.589;407.2809__8.501	151.02503__0.756;186.11278__0.924;407.28023__1.877;407.28024__1.556
DINP_high_wk22	d7	map00361	15	3	107.04881__2.145;111.04377__0.422;111.04378__0.412;129.01809__0.359;130.08604__0.63;130.08605__0.618;130.08607__1.018;192.98919__8.005;193.0711__1.48;226.95057__0.477;226.9506__0.479;226.95102__7.118;271.06133__1.491;271.06134__1.513;271.06138__2.505	111.04377__0.422;130.08604__0.63;271.06133__1.491
DINP_high_wk22	d7	map00363	10	2	156.02922__0.411;257.08185__1.532;257.08187__1.55;257.08191__2.565;257.08195__1.439;257.082__1.692;257.08206__8.063;487.23721__1.51;487.2373__1.477;487.23731__2.453	257.08185__1.532;487.2373__1.477
DINP_high_wk22	d7	map00380	36	4	129.01809__0.359;139.05014__0.821;145.04938__0.476;155.04499__0.923;155.04505__0.788;155.04512__4.753;167.03337__4.846;167.03392__0.676;167.03397__0.381;173.00832__0.434;174.05509__1.456;175.02374__1.2;175.02385__0.471;175.02387__0.471;175.02388__0.374;175.02392__4.859;175.02401__1.994;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;209.04361__3.474;209.04361__3.81;209.04463__7.022;209.04483__1.331;209.04504__1.394;213.11287__7.72;269.06597__2.294;271.06133__1.491;271.06134__1.513;271.06138__2.505;367.09946__7.153	175.02387__0.471;191.01903__1.199;191.01903__4.876;271.06133__1.491
DINP_high_wk22	d7	map00400	32	7	131.0701__0.84;131.07022__6.006;144.02906__0.972;144.02909__0.466;144.02912__0.431;163.03903__2.57;173.00832__0.434;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.11278__0.924;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;241.01176__0.603;241.01181__0.641;241.01214__4.714;255.04841__0.699;255.04862__0.725;258.03855__6.013;263.09708__0.709;327.08775__1.09;405.26456__1.555;405.26458__1.587;405.26467__2.547	186.11278__0.924;191.01903__1.199;191.01903__4.876;241.01181__0.641;255.04841__0.699;263.09708__0.709;405.26456__1.555
DINP_high_wk22	d7	map00402	12	2	131.0701__0.84;131.07022__6.006;173.00832__0.434;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;207.10214__1.426	191.01903__1.199;191.01903__4.876
DINP_high_wk22	d7	map00403	4	1	131.0701__0.84;131.07022__6.006;258.03855__6.013;404.29293__1.951	404.29293__1.951
DINP_high_wk22	d7	map00404	8	2	164.07067__0.757;164.07072__0.755;164.07084__2.56;385.09289__1.337;385.09299__7.248;385.09301__0.996;385.09318__7.02;385.09322__1.04	164.07067__0.757;385.09301__0.996
DINP_high_wk22	d7	map00430	10	1	171.00482__4.333;171.00482__4.806;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;255.04841__0.699;255.04862__0.725;305.1606__1.447	255.04841__0.699
DINP_high_wk22	d7	map00440	6	0	179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;389.14574__7.943	
DINP_high_wk22	d7	map00460	33	6	115.07513__1.483;130.04964__0.095;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;168.9804__0.989;168.98107__1.418;171.00482__4.333;171.00482__4.806;174.05509__1.456;175.02374__1.2;175.02385__0.471;175.02387__0.471;175.02388__0.374;175.02392__4.859;175.02401__1.994;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;186.964__0.458;329.10326__1.173;329.10332__1.363;329.10333__1.214;329.10338__1.351;329.10339__6.768;329.10357__2.23;329.10358__7.853;329.10359__7.561	149.00847__3.563;168.9804__0.989;168.98107__1.418;175.02387__0.471;329.10326__1.173;329.10338__1.351
DINP_high_wk22	d7	map00470	57	2	129.01809__0.359;146.04471__4.779;149.04446__1.047;149.04446__1.047;149.04451__0.435;149.04451__0.435;149.0446__0.865;149.0446__0.865;149.04462__4.821;149.04462__4.821;163.03903__2.57;164.07067__0.757;164.07072__0.755;164.07084__2.56;171.00482__4.333;171.00482__4.806;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;195.05005__1.181;195.05021__0.788;195.05024__0.472;195.05026__1.002;195.05026__1.002;195.05032__1.209;195.05035__0.815;209.04361__3.474;209.04361__3.81;209.04463__7.022;209.04483__1.331;209.04504__1.394;239.05406__4.413;239.0554__2.454;239.05552__2.739;255.06591__2.434;255.06592__1.487;255.06593__1.637;255.06612__1.46;255.0664__7.705;269.06597__2.294;275.07567__1.631;305.1606__1.447;327.08775__1.09;341.12354__3.654;341.12387__3.183;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527;450.31511__3.071	164.07067__0.757;351.21671__1.498
DINP_high_wk22	d7	map00500	29	4	133.01307__4.653;133.01308__1.233;133.01308__4.567;151.02495__0.678;151.02503__0.756;151.02519__2.215;167.03337__4.846;167.03392__0.676;167.03397__0.381;171.00482__4.333;171.00482__4.806;174.05509__1.456;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;205.03459__4.838;205.03461__0.441;205.03466__1.185;205.03469__0.915;205.03469__4.861;205.03472__1.263;205.03473__1.161;341.12354__3.654;341.12387__3.183;567.30014__1.472;567.30027__1.446;567.30044__2.464	151.02503__0.756;205.03459__4.838;205.03473__1.161;567.30027__1.446
DINP_high_wk22	d7	map00520	55	6	133.01307__4.653;133.01308__1.233;133.01308__4.567;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;151.02495__0.678;151.02503__0.756;151.02519__2.215;153.01803__2.667;153.01826__0.473;153.01829__1.072;153.0183__0.471;153.01838__4.142;160.00621__0.468;160.00635__0.648;163.03903__2.57;164.07067__0.757;164.07072__0.755;164.07084__2.56;171.00482__4.333;171.00482__4.806;173.00832__0.434;178.01702__0.469;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;195.05026__1.002;205.03459__4.838;205.03461__0.441;205.03466__1.185;205.03469__0.915;205.03469__4.861;205.03472__1.263;205.03473__1.161;258.03855__6.013;258.03855__6.013;305.1606__1.447;327.08775__1.09	151.02503__0.756;164.07067__0.757;191.01903__1.199;191.01903__4.876;205.03459__4.838;205.03473__1.161
DINP_high_wk22	d7	map00521	21	3	177.03952__0.47;177.03954__0.486;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;255.06591__2.434;255.06592__1.487;255.06593__1.637;255.06612__1.46;255.0664__7.705;258.03855__6.013;389.2717__8.29;405.26456__1.555;405.26458__1.587;405.26467__2.547;407.28023__1.877;407.28024__1.556;407.28029__1.589;407.2809__8.501	405.26456__1.555;407.28023__1.877;407.28024__1.556
DINP_high_wk22	d7	map00522	12	1	171.00482__4.333;171.00482__4.806;175.09654__1.529;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527	351.21671__1.498
DINP_high_wk22	d7	map00523	14	0	166.03846__2.388;166.03856__1.926;166.03858__2.609;169.12211__1.581;169.12241__1.598;175.09654__1.529;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;213.0148__1.276;248.93876__1.193;248.93878__1.166	
DINP_high_wk22	d7	map00525	2	1	190.07219__1.221;191.05521__0.476	190.07219__1.221
DINP_high_wk22	d7	map00534	5	0	179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611	
DINP_high_wk22	d7	map00540	3	1	135.04397__1.834;255.04841__0.699;255.04862__0.725	255.04841__0.699
DINP_high_wk22	d7	map00550	5	0	179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611	
DINP_high_wk22	d7	map00562	21	2	149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;152.03421__0.382;177.03952__0.47;177.03954__0.486;186.964__0.458;193.0711__1.48;195.05026__1.002;258.03855__6.013;427.26213__1.838;427.26219__1.729;427.26241__2.775;427.26314__1.679	149.00847__3.563;427.26219__1.729
DINP_high_wk22	d7	map00563	1	1	309.20713__1.575	309.20713__1.575
DINP_high_wk22	d7	map00566	17	3	137.05954__4.56;137.0597__4.681;171.00482__4.333;171.00482__4.806;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;243.01602__0.462;243.01602__0.462;243.01691__0.465;243.01691__0.465;243.01712__0.464;243.01712__0.464;255.04841__0.699;255.04862__0.725	243.01691__0.465;243.01691__0.465;255.04841__0.699
